Time,future,past
16-04-2022 10:00,8.34,8.34
16-04-2022 11:00,9.34,9.34
16-04-2022 12:00,9.34,9.34
16-04-2022 13:00,10.34,10.34
16-04-2022 14:00,11.34,11.34
16-04-2022 15:00,7.34,7.34
16-04-2022 16:00,7.34,7.34
16-04-2022 17:00,6.34,6.34
16-04-2022 18:00,6.34,6.34
16-04-2022 19:00,6.34,6.34
16-04-2022 20:00,6.34,6.34
16-04-2022 21:00,6.34,6.34
16-04-2022 22:00,5.34,5.34
16-04-2022 23:00,5.34,5.34
17-04-2022 00:00,5.34,5.34
17-04-2022 01:00,4.34,4.34
17-04-2022 02:00,3.34,3.34
17-04-2022 03:00,4.34,4.34
17-04-2022 04:00,4.34,4.34
17-04-2022 05:00,4.34,4.34
17-04-2022 06:00,5.34,5.34
17-04-2022 07:00,5.34,5.34
17-04-2022 08:00,6.34,6.34
17-04-2022 09:00,8.34,8.34
17-04-2022 10:00,9.34,9.34
17-04-2022 11:00,10.34,10.34
17-04-2022 12:00,8.34,8.34
17-04-2022 13:00,8.34,8.34
17-04-2022 14:00,8.34,8.34
17-04-2022 15:00,8.34,8.34
17-04-2022 16:00,7.34,7.34
17-04-2022 17:00,7.34,7.34
17-04-2022 18:00,5.34,5.34
17-04-2022 19:00,4.34,4.34
17-04-2022 20:00,2.34,2.34
17-04-2022 21:00,2.99,2.34
17-04-2022 22:00,2.34,2.34
17-04-2022 23:00,2.88,1.34
18-04-2022 00:00,3.29,2.34
18-04-2022 01:00,3.68,2.34
18-04-2022 02:00,3.96,2.34
18-04-2022 03:00,4.26,2.34
18-04-2022 04:00,4.13,2.34
18-04-2022 05:00,4.42,3.34
18-04-2022 06:00,5.0,5.34
18-04-2022 07:00,5.54,6.34
18-04-2022 08:00,5.86,6.34
18-04-2022 09:00,6.05,6.34
18-04-2022 10:00,6.27,6.34
18-04-2022 11:00,6.35,6.34
18-04-2022 12:00,6.48,6.34
18-04-2022 13:00,6.35,6.34
18-04-2022 14:00,6.28,6.34
18-04-2022 15:00,6.41,6.34
18-04-2022 16:00,6.48,6.34
18-04-2022 17:00,6.31,5.34
18-04-2022 18:00,5.66,4.34
18-04-2022 19:00,5.4,3.34
18-04-2022 20:00,5.16,2.34
18-04-2022 21:00,5.15,1.34
18-04-2022 22:00,5.22,1.34
18-04-2022 23:00,5.46,1.34
19-04-2022 00:00,5.48,3.34
19-04-2022 01:00,5.45,3.34
19-04-2022 02:00,5.4,3.34
19-04-2022 03:00,5.08,2.34
19-04-2022 04:00,5.1,2.34
19-04-2022 05:00,4.95,3.34
19-04-2022 06:00,5.23,5.34
19-04-2022 07:00,5.51,7.34
19-04-2022 08:00,5.74,8.34
19-04-2022 09:00,9.34,9.34
19-04-2022 10:00,9.34,9.34
19-04-2022 11:00,9.34,9.34
19-04-2022 12:00,9.34,9.34
19-04-2022 13:00,10.34,10.34
19-04-2022 14:00,10.34,10.34
19-04-2022 15:00,9.34,9.34
19-04-2022 16:00,8.34,8.34
19-04-2022 17:00,7.34,7.34
19-04-2022 18:00,6.34,6.34
19-04-2022 19:00,5.34,5.34
19-04-2022 20:00,5.34,5.34
19-04-2022 21:00,5.34,5.34
19-04-2022 22:00,5.34,5.34
19-04-2022 23:00,6.34,6.34
20-04-2022 00:00,5.34,5.34
20-04-2022 01:00,6.34,6.34
20-04-2022 02:00,5.34,5.34
20-04-2022 03:00,5.34,5.34
20-04-2022 04:00,5.34,5.34
20-04-2022 05:00,5.34,5.34
20-04-2022 06:00,6.34,6.34
20-04-2022 07:00,7.34,7.34
20-04-2022 08:00,8.34,8.34
20-04-2022 09:00,8.34,8.34
20-04-2022 10:00,9.34,9.34
20-04-2022 11:00,11.34,11.34
20-04-2022 12:00,11.34,11.34
20-04-2022 13:00,11.34,11.34
20-04-2022 14:00,11.34,11.34
20-04-2022 15:00,10.34,11.34
20-04-2022 16:00,10.34,11.34
20-04-2022 17:00,10.34,10.34
20-04-2022 18:00,8.34,8.34
20-04-2022 19:00,7.76,8.34
20-04-2022 20:00,7.09,7.34
20-04-2022 21:00,6.39,7.34
20-04-2022 22:00,5.67,6.34
20-04-2022 23:00,4.96,6.34
21-04-2022 00:00,4.85,5.34
21-04-2022 01:00,4.79,5.34
21-04-2022 02:00,4.78,5.34
21-04-2022 03:00,4.71,5.34
21-04-2022 04:00,4.7,5.34
21-04-2022 05:00,4.99,5.34
21-04-2022 06:00,5.31,6.34
21-04-2022 07:00,5.69,7.34
21-04-2022 08:00,5.92,8.34
21-04-2022 09:00,6.11,9.34
21-04-2022 10:00,6.24,10.34
21-04-2022 11:00,6.17,10.34
21-04-2022 12:00,6.1,11.34
21-04-2022 13:00,5.85,11.34
21-04-2022 14:00,5.58,10.34
21-04-2022 15:00,5.56,11.34
21-04-2022 16:00,8.6,10.34
21-04-2022 17:00,9.34,9.34
21-04-2022 18:00,8.52,7.34
21-04-2022 19:00,7.7,7.34
21-04-2022 20:00,6.86,7.34
21-04-2022 21:00,6.05,7.34
21-04-2022 22:00,5.25,7.34
21-04-2022 23:00,5.09,6.34
22-04-2022 00:00,4.9,5.34
22-04-2022 01:00,4.85,5.34
22-04-2022 02:00,4.78,5.34
22-04-2022 03:00,4.84,5.34
22-04-2022 04:00,4.85,5.34
22-04-2022 05:00,5.1,6.34
22-04-2022 06:00,5.22,7.34
22-04-2022 07:00,5.85,8.34
22-04-2022 08:00,6.52,9.34
22-04-2022 09:00,10.36,11.34
22-04-2022 10:00,11.34,11.34
22-04-2022 11:00,10.52,13.34
22-04-2022 12:00,9.7,12.34
22-04-2022 13:00,8.68,11.34
22-04-2022 14:00,7.6,10.34
22-04-2022 15:00,6.49,10.34
22-04-2022 16:00,6.28,10.34
22-04-2022 17:00,6.02,9.34
22-04-2022 18:00,5.71,7.34
22-04-2022 19:00,6.2,6.34
22-04-2022 20:00,6.34,6.34
22-04-2022 21:00,6.18,6.34
22-04-2022 22:00,5.95,5.34
22-04-2022 23:00,5.63,5.34
23-04-2022 00:00,5.17,5.34
23-04-2022 01:00,4.78,5.34
23-04-2022 02:00,4.71,4.34
23-04-2022 03:00,4.58,4.34
23-04-2022 04:00,4.5,4.34
23-04-2022 05:00,4.71,4.34
23-04-2022 06:00,5.11,5.34
23-04-2022 07:00,5.38,7.34
23-04-2022 08:00,5.54,9.34
23-04-2022 09:00,5.69,9.34
23-04-2022 10:00,5.87,10.34
23-04-2022 11:00,6.2,10.34
23-04-2022 12:00,6.47,10.34
23-04-2022 13:00,6.59,10.34
23-04-2022 14:00,6.34,9.34
23-04-2022 15:00,5.87,10.34
23-04-2022 16:00,5.7,10.34
23-04-2022 17:00,5.58,9.34
23-04-2022 18:00,5.14,7.34
23-04-2022 19:00,4.89,6.34
23-04-2022 20:00,4.79,6.34
23-04-2022 21:00,4.62,7.34
23-04-2022 22:00,4.33,6.34
23-04-2022 23:00,4.05,5.34
24-04-2022 00:00,4.15,5.34
24-04-2022 01:00,4.42,5.34
24-04-2022 02:00,4.44,5.34
24-04-2022 03:00,4.46,5.34
24-04-2022 04:00,4.62,5.34
24-04-2022 05:00,4.64,5.34
24-04-2022 06:00,4.62,6.34
24-04-2022 07:00,5.34,5.34
24-04-2022 08:00,6.34,7.34
24-04-2022 09:00,6.34,7.34
24-04-2022 10:00,6.34,7.34
24-04-2022 11:00,6.34,7.34
24-04-2022 12:00,6.34,7.34
24-04-2022 13:00,7.34,8.34
24-04-2022 14:00,7.34,7.34
24-04-2022 15:00,7.34,7.34
24-04-2022 16:00,6.34,6.34
24-04-2022 17:00,5.34,5.34
24-04-2022 18:00,5.08,4.34
24-04-2022 19:00,4.82,4.34
24-04-2022 20:00,4.54,4.34
24-04-2022 21:00,4.19,4.34
24-04-2022 22:00,4.34,4.34
24-04-2022 23:00,4.29,3.34
25-04-2022 00:00,4.28,4.34
25-04-2022 01:00,4.2,4.34
25-04-2022 02:00,4.05,3.34
25-04-2022 03:00,4.02,4.34
25-04-2022 04:00,4.13,3.34
25-04-2022 05:00,4.46,4.34
25-04-2022 06:00,4.75,5.34
25-04-2022 07:00,4.89,6.34
25-04-2022 08:00,5.22,6.34
25-04-2022 09:00,5.39,8.34
25-04-2022 10:00,8.34,8.34
25-04-2022 11:00,7.91,10.34
25-04-2022 12:00,7.58,10.34
25-04-2022 13:00,7.31,11.34
25-04-2022 14:00,7.1,12.34
25-04-2022 15:00,6.81,11.34
25-04-2022 16:00,6.75,8.34
25-04-2022 17:00,6.52,8.34
25-04-2022 18:00,5.96,8.34
25-04-2022 19:00,5.68,6.34
25-04-2022 20:00,5.64,6.34
25-04-2022 21:00,5.77,3.34
25-04-2022 22:00,5.43,6.34
25-04-2022 23:00,5.34,5.34
26-04-2022 00:00,5.26,5.34
26-04-2022 01:00,5.16,5.34
26-04-2022 02:00,5.02,4.34
26-04-2022 03:00,4.87,4.34
26-04-2022 04:00,4.79,4.34
26-04-2022 05:00,5.12,4.34
26-04-2022 06:00,5.59,6.34
26-04-2022 07:00,5.98,6.34
26-04-2022 08:00,7.2,7.34
26-04-2022 09:00,7.34,7.34
26-04-2022 10:00,7.33,7.34
26-04-2022 11:00,7.42,8.34
26-04-2022 12:00,7.57,8.34
26-04-2022 13:00,7.7,9.34
26-04-2022 14:00,7.74,8.34
26-04-2022 15:00,7.73,9.34
26-04-2022 16:00,7.65,8.34
26-04-2022 17:00,7.3,7.34
26-04-2022 18:00,6.54,6.34
26-04-2022 19:00,6.18,4.34
26-04-2022 20:00,3.86,3.34
26-04-2022 21:00,4.34,4.34
26-04-2022 22:00,4.61,3.34
26-04-2022 23:00,4.78,3.34
27-04-2022 00:00,4.93,2.34
27-04-2022 01:00,5.0,2.34
27-04-2022 02:00,5.07,3.34
27-04-2022 03:00,4.88,2.34
27-04-2022 04:00,4.75,3.34
27-04-2022 05:00,5.1,3.34
27-04-2022 06:00,5.46,4.34
27-04-2022 07:00,5.63,6.34
27-04-2022 08:00,5.86,7.34
27-04-2022 09:00,5.97,7.34
27-04-2022 10:00,6.08,8.34
27-04-2022 11:00,6.04,10.34
27-04-2022 12:00,6.06,10.34
27-04-2022 13:00,6.09,10.34
27-04-2022 14:00,6.03,10.34
27-04-2022 15:00,5.89,7.34
27-04-2022 16:00,8.34,8.34
27-04-2022 17:00,7.69,6.34
27-04-2022 18:00,6.89,5.34
27-04-2022 19:00,4.36,4.34
27-04-2022 20:00,4.34,3.34
27-04-2022 21:00,4.33,4.34
27-04-2022 22:00,4.29,3.34
27-04-2022 23:00,4.24,3.34
28-04-2022 00:00,4.19,3.34
28-04-2022 01:00,4.09,2.34
28-04-2022 02:00,4.08,2.34
28-04-2022 03:00,4.04,2.34
28-04-2022 04:00,3.99,2.34
28-04-2022 05:00,4.56,4.34
28-04-2022 06:00,5.1,5.34
28-04-2022 07:00,5.48,7.34
28-04-2022 08:00,5.88,6.34
28-04-2022 09:00,6.36,6.34
28-04-2022 10:00,6.74,7.34
28-04-2022 11:00,6.82,6.34
28-04-2022 12:00,7.01,7.34
28-04-2022 13:00,7.14,7.34
28-04-2022 14:00,6.88,7.34
28-04-2022 15:00,6.89,7.34
28-04-2022 16:00,6.96,7.34
28-04-2022 17:00,6.9,7.34
28-04-2022 18:00,6.34,6.34
28-04-2022 19:00,6.34,6.34
28-04-2022 20:00,6.34,6.34
28-04-2022 21:00,7.34,7.34
28-04-2022 22:00,7.34,7.34
28-04-2022 23:00,7.34,7.34
29-04-2022 00:00,6.34,6.34
29-04-2022 01:00,6.13,4.34
29-04-2022 02:00,5.84,4.34
29-04-2022 03:00,5.55,2.34
29-04-2022 04:00,5.24,2.34
29-04-2022 05:00,5.44,4.34
29-04-2022 06:00,6.07,7.34
29-04-2022 07:00,6.75,8.34
29-04-2022 08:00,7.22,11.34
29-04-2022 09:00,7.74,10.34
29-04-2022 10:00,9.03,9.34
29-04-2022 11:00,9.34,9.34
29-04-2022 12:00,9.07,10.34
29-04-2022 13:00,8.92,8.34
29-04-2022 14:00,8.85,9.34
29-04-2022 15:00,8.74,9.34
29-04-2022 16:00,8.57,9.34
29-04-2022 17:00,8.36,8.34
29-04-2022 18:00,7.5,7.34
29-04-2022 19:00,6.84,5.34
29-04-2022 20:00,6.53,5.34
29-04-2022 21:00,6.3,3.34
29-04-2022 22:00,6.06,4.34
29-04-2022 23:00,5.96,3.34
30-04-2022 00:00,5.86,3.34
30-04-2022 01:00,5.74,2.34
30-04-2022 02:00,5.69,2.34
30-04-2022 03:00,5.65,2.34
30-04-2022 04:00,5.73,3.34
30-04-2022 05:00,6.28,4.34
30-04-2022 06:00,6.9,7.34
30-04-2022 07:00,7.39,7.34
30-04-2022 08:00,7.83,8.34
30-04-2022 09:00,8.16,8.34
30-04-2022 10:00,8.36,9.34
30-04-2022 11:00,8.43,9.34
30-04-2022 12:00,8.53,9.34
30-04-2022 13:00,8.6,9.34
30-04-2022 14:00,8.63,10.34
30-04-2022 15:00,8.63,10.34
30-04-2022 16:00,8.49,9.34
30-04-2022 17:00,8.22,8.34
30-04-2022 18:00,7.51,8.34
30-04-2022 19:00,6.93,7.34
30-04-2022 20:00,6.58,7.34
30-04-2022 21:00,6.41,6.34
30-04-2022 22:00,6.29,5.34
30-04-2022 23:00,6.22,6.34
01-05-2022 00:00,6.1,5.34
01-05-2022 01:00,6.03,3.34
01-05-2022 02:00,6.02,3.34
01-05-2022 03:00,6.0,2.34
01-05-2022 04:00,6.26,2.34
01-05-2022 05:00,6.79,5.34
01-05-2022 06:00,7.35,8.34
01-05-2022 07:00,7.74,8.34
01-05-2022 08:00,8.05,8.34
01-05-2022 09:00,8.29,10.34
02-05-2022 15:00,10.34,10.34
02-05-2022 16:00,9.17,10.34
02-05-2022 17:00,9.34,9.34
02-05-2022 18:00,9.07,8.34
02-05-2022 19:00,8.72,8.34
02-05-2022 20:00,8.4,8.34
02-05-2022 21:00,8.08,7.34
02-05-2022 22:00,7.79,8.34
02-05-2022 23:00,7.73,7.34
03-05-2022 00:00,7.92,8.34
03-05-2022 01:00,7.81,8.34
03-05-2022 02:00,7.51,8.34
03-05-2022 03:00,7.37,8.34
03-05-2022 04:00,7.42,7.34
03-05-2022 05:00,7.67,7.34
03-05-2022 06:00,7.64,8.34
03-05-2022 07:00,7.63,8.34
03-05-2022 08:00,7.91,8.34
03-05-2022 09:00,8.19,8.34
03-05-2022 10:00,8.21,10.34
03-05-2022 11:00,8.27,10.34
03-05-2022 12:00,8.07,10.34
03-05-2022 13:00,7.7,10.34
03-05-2022 14:00,7.69,8.34
03-05-2022 15:00,7.56,9.34
03-05-2022 16:00,7.49,8.34
03-05-2022 17:00,7.12,7.34
03-05-2022 18:00,6.56,6.34
03-05-2022 19:00,6.14,5.34
03-05-2022 20:00,6.03,4.34
03-05-2022 21:00,6.05,4.34
03-05-2022 22:00,6.06,3.34
03-05-2022 23:00,6.02,3.34
04-05-2022 00:00,5.99,6.2
04-05-2022 01:00,5.89,6.17
04-05-2022 02:00,5.86,6.03
04-05-2022 03:00,5.8,5.9
04-05-2022 04:00,5.86,6.08
04-05-2022 05:00,6.1,6.46
04-05-2022 06:00,6.45,6.91
04-05-2022 07:00,6.76,7.34
04-05-2022 08:00,7.26,7.61
04-05-2022 09:00,7.58,7.89
04-05-2022 10:00,7.92,8.07
04-05-2022 11:00,8.21,8.32
04-05-2022 12:00,8.45,8.72
04-05-2022 13:00,8.69,8.96
04-05-2022 14:00,8.86,8.97
04-05-2022 15:00,8.95,8.92
04-05-2022 19:00,9.07,10.34
04-05-2022 20:00,9.34,9.34
04-05-2022 21:00,9.13,7.34
04-05-2022 22:00,8.98,6.34
04-05-2022 23:00,8.79,6.34
05-05-2022 00:00,8.63,5.34
05-05-2022 01:00,8.51,4.34
05-05-2022 02:00,7.89,6.34
05-05-2022 03:00,7.56,5.34
05-05-2022 04:00,7.59,4.34
05-05-2022 05:00,8.0,4.34
05-05-2022 06:00,8.35,8.34
05-05-2022 07:00,8.55,9.34
05-05-2022 08:00,8.69,9.34
05-05-2022 09:00,8.77,9.34
05-05-2022 10:00,8.89,10.34
05-05-2022 11:00,8.91,9.34
05-05-2022 12:00,9.12,11.34
05-05-2022 13:00,9.31,11.34
05-05-2022 14:00,9.35,10.34
05-05-2022 15:00,9.22,11.34
05-05-2022 16:00,9.12,10.34
05-05-2022 17:00,8.88,10.34
05-05-2022 18:00,8.55,9.34
05-05-2022 19:00,8.17,9.34
05-05-2022 20:00,8.06,8.34
05-05-2022 21:00,7.95,8.34
05-05-2022 22:00,7.84,9.34
05-05-2022 23:00,7.76,8.34
06-05-2022 00:00,7.86,9.34
06-05-2022 01:00,8.05,8.34
06-05-2022 02:00,7.93,9.34
06-05-2022 03:00,7.73,8.34
06-05-2022 04:00,7.67,8.34
06-05-2022 05:00,8.15,9.34
06-05-2022 06:00,8.57,9.34
06-05-2022 07:00,8.6,9.34
06-05-2022 08:00,8.68,9.34
06-05-2022 09:00,8.9,10.34
06-05-2022 10:00,9.04,10.34
06-05-2022 11:00,9.27,10.34
06-05-2022 12:00,9.43,11.34
06-05-2022 13:00,9.51,10.34
06-05-2022 14:00,9.62,11.34
06-05-2022 15:00,9.61,10.34
06-05-2022 16:00,9.55,10.34
06-05-2022 17:00,9.33,10.34
06-05-2022 18:00,8.95,9.34
09-05-2022 16:00,11.7,13.34
09-05-2022 17:00,12.34,12.34
09-05-2022 18:00,11.48,10.34
09-05-2022 19:00,10.48,8.34
09-05-2022 20:00,9.55,7.34
09-05-2022 21:00,8.74,7.34
09-05-2022 22:00,8.2,7.34
09-05-2022 23:00,8.49,8.34
10-05-2022 00:00,8.75,8.34
10-05-2022 01:00,8.98,8.34
10-05-2022 02:00,8.85,7.34
10-05-2022 03:00,8.84,8.34
10-05-2022 04:00,8.88,6.34
10-05-2022 05:00,9.13,10.34
10-05-2022 06:00,9.4,10.34
10-05-2022 07:00,9.77,11.34
10-05-2022 08:00,10.06,11.34
10-05-2022 09:00,12.34,12.34
10-05-2022 10:00,12.21,12.34
10-05-2022 11:00,12.4,13.34
10-05-2022 12:00,12.78,13.34
10-05-2022 13:00,13.16,14.34
10-05-2022 14:00,13.54,13.34
10-05-2022 15:00,13.48,13.34
10-05-2022 16:00,13.12,13.34
10-05-2022 17:00,12.67,13.34
10-05-2022 18:00,11.8,13.34
10-05-2022 19:00,11.57,12.34
10-05-2022 20:00,11.25,11.34
10-05-2022 21:00,11.22,11.34
10-05-2022 22:00,10.89,11.34
10-05-2022 23:00,11.24,11.34
11-05-2022 00:00,11.1,10.34
11-05-2022 01:00,10.87,10.34
11-05-2022 02:00,10.41,10.34
11-05-2022 03:00,9.93,10.34
11-05-2022 04:00,9.63,9.34
11-05-2022 05:00,9.73,10.34
11-05-2022 06:00,9.94,10.34
11-05-2022 07:00,10.13,10.34
11-05-2022 08:00,10.36,11.34
11-05-2022 09:00,10.6,11.34
11-05-2022 10:00,10.85,12.34
11-05-2022 11:00,11.16,12.34
11-05-2022 12:00,11.53,11.34
11-05-2022 13:00,11.84,11.34
11-05-2022 14:00,11.9,11.34
11-05-2022 15:00,11.61,12.34
11-05-2022 16:00,11.1,13.34
11-05-2022 17:00,11.29,13.34
11-05-2022 18:00,10.84,12.34
11-05-2022 19:00,10.66,12.34
11-05-2022 20:00,10.62,11.34
11-05-2022 21:00,10.53,11.34
11-05-2022 22:00,10.03,11.34
11-05-2022 23:00,9.56,10.34
12-05-2022 00:00,9.11,9.34
12-05-2022 01:00,8.99,9.34
12-05-2022 02:00,8.92,9.34
12-05-2022 03:00,8.92,9.34
12-05-2022 04:00,8.91,9.34
12-05-2022 05:00,9.03,9.34
12-05-2022 06:00,9.05,10.34
12-05-2022 07:00,8.97,10.34
12-05-2022 08:00,9.12,11.34
13-05-2022 11:00,10.31,10.34
13-05-2022 12:00,10.34,11.34
13-05-2022 13:00,10.27,10.34
13-05-2022 14:00,10.18,12.34
13-05-2022 15:00,10.29,11.34
13-05-2022 16:00,10.51,11.34
13-05-2022 17:00,10.39,11.34
13-05-2022 18:00,10.18,10.34
13-05-2022 19:00,10.08,10.34
13-05-2022 20:00,10.01,10.34
13-05-2022 21:00,10.2,10.34
13-05-2022 22:00,10.34,10.34
13-05-2022 23:00,10.15,10.34
14-05-2022 00:00,9.9,10.34
14-05-2022 01:00,9.6,9.34
14-05-2022 02:00,9.31,10.34
14-05-2022 03:00,9.31,10.34
14-05-2022 04:00,9.7,10.34
14-05-2022 05:00,9.78,10.34
14-05-2022 06:00,9.82,10.34
14-05-2022 07:00,9.93,11.34
14-05-2022 08:00,10.24,12.34
14-05-2022 09:00,10.43,12.34
14-05-2022 10:00,10.72,12.34
14-05-2022 11:00,11.06,13.34
14-05-2022 12:00,10.97,12.34
14-05-2022 13:00,10.96,13.34
14-05-2022 14:00,11.06,12.34
14-05-2022 15:00,11.14,13.34
14-05-2022 16:00,10.89,12.34
14-05-2022 17:00,10.57,11.34
14-05-2022 18:00,10.22,11.34
14-05-2022 19:00,9.89,11.34
14-05-2022 20:00,9.54,10.34
14-05-2022 21:00,9.32,10.34
14-05-2022 22:00,9.11,10.34
14-05-2022 23:00,8.92,9.34
